Frontal_Pole,0
Insular_Cortex,0
Superior_Frontal_Gyrus,0
Middle_Frontal_Gyrus,0
Inferior_Frontal_Gyrus_-_pars_triangularis,0
Inferior_Frontal_Gyrus_-_pars_opercularis,0
Precentral_Gyrus,0
Temporal_Pole,1
Superior_Temporal_Gyrus_-_anterior_division,2
Superior_Temporal_Gyrus_-_posterior_division,3
Middle_Temporal_Gyrus_-_anterior_division,4
Middle_Temporal_Gyrus_-_posterior_division,5
Middle_Temporal_Gyrus_-_temporooccipital_part,6
Inferior_Temporal_Gyrus_-_anterior_division,7
Inferior_Temporal_Gyrus_-_posterior_division,8
Inferior_Temporal_Gyrus_-_temporooccipital_part,9
Postcentral_Gyrus,0
Superior_Parietal_Lobule,0
Supramarginal_Gyrus_-_anterior_division,0
Supramarginal_Gyrus_-_posterior_division,0
Angular_Gyrus,0
Lateral_Occipital_Cortex_-_superior_division,0
Lateral_Occipital_Cortex_-_inferior_division,0
Intracalcarine_Cortex,0
Frontal_Medial_Cortex,0
Juxtapositional_Lobule_Cortex_(formerly_Supplementary_Motor_Cortex),0
Subcallosal_Cortex,0
Paracingulate_Gyrus,0
Cingulate_Gyrus_-_anterior_division,0
Cingulate_Gyrus_-_posterior_division,0
Precuneous_Cortex,0
Cuneal_Cortex,0
Frontal_Orbital_Cortex,0
Parahippocampal_Gyrus_-_anterior_division,10
Parahippocampal_Gyrus_-_posterior_division,11
Lingual_Gyrus,0
Temporal_Fusiform_Cortex_-_anterior_division,12
Temporal_Fusiform_Cortex_-_posterior_division,13
Temporal_Occipital_Fusiform_Cortex,0
Occipital_Fusiform_Gyrus,0
Frontal_Operculum_Cortex,0
Central_Opercular_Cortex,0
Parietal_Operculum_Cortex,0
Planum_Polare,14
Heschl's_Gyrus_(includes_H0_and_H2),15
Planum_Temporale,16
Supracalcarine_Cortex,0
Occipital_Pole,0
